document_id,clean_text,label
Doc_77,thermal imaging progressively used nowadays investigate wide range muscle disorder irregularity causing increased decreased blood flow furthermore activation muscle tissue accurately detected using electromyography technique measuring electrical activity produced muscular contraction relaxation combination smart material based actuator sensor versatile appropriate integration multisensor feedback unit human interaction developed research present novel approach investigating muscle activation level localization using surface temperature based low cost surface electromyography thermal sensor incorporates multi mode dielectric elastomer actuator feedback capability implemented deep learning algorithm make prediction muscle activation localization purpose optimization graphical user interface developed make prediction forecast go deep learning model exhibit high evaluation score across accuracy metric accuracy test set study explores potential application approach field biomechanics rehabilitation human machine interface,Machine Learning
Doc_78,early accurate detection ovarian cancer remains significant challenge clinical practice study proposes hybrid machine learning model combining support vector machine svm k nearest neighbor knn enhance detection ovarian cancer integrating biomarkers physiological feature systematically evaluate feature selection technique including recursive feature elimination rfe statistical method identify relevant predictor study us biomarkers e g ca physiological data e g age bmi create multi modal dataset feature tested individually combination assess impact model performance hybrid model integrates prediction svm knn using majority voting leveraging strength algorithm global local classification model evaluated using various metric including accuracy precision recall f score auc demonstrating improved detection accuracy result show incorporating type feature significantly enhances predictive performance underscoring potential multi modal data integration developing robust diagnostic tool ovarian cancer,Machine Learning
Doc_79,research background international trade substantial constituent global regional economic development analysis mutual trade serf tool monetary expression economic transaction particular country foreign partner specific period czech republic cr people republic china prc biggest exporter second biggest importer usa however imposes number economic sanction prc significant impact trade country overall growth chinese economy yet affect behavior consumer producer usa prc purpose article aim paper use machine learning predicting future value mutual trade cr prc one calendar year e month method monthly data two state import export used predict bilateral trade flow time series begin january end april thus time series contains data line artificial intelligence artificial neural network used predict bilateral trade flow prc cr development trade compared mutual sanction prc usa finding value added expected mutual trade balance negative perspective cr covid sanction imposed international trade significantly affect development mutual trade cr prc,Machine Learning
Doc_80,spatiotemporal proteome intervertebral disc ivd underpins integrity function present dipper deep comprehensive ivd proteomic resource comprising genome wide profile individual begin protein module defining key directional trend spanning lateral anteroposterior ax derived high resolution spatial proteome intact young cadaveric lumbar ivds revealed novel region specific profile regulatory activity displayed potential path deconstruction leveland location matched aged cadaveric disc machine learning method predicted hydration matrisome connects extracellular matrix mri intensity importantly static proteome used point reference integrated dynamic proteome silac degradome transcriptome data multiple clinical sample enhancing robustness clinical relevance data finding methodology available web interface http www sbms hku hk dclab dipper valuable reference field ivd biology proteomic analytics introduction intervertebral disc ivds human spine provide stability mobility flexibility ivd degeneration idd common lumbar region saleem et al teraguchi et al associated decline function major cause back pain affecting world population point life rubin presenting significant socioeconomic burden multiple interacting factor genetics influenced ageing mechanical stress factor contribute pathobiology onset severity progression idd munir et al ivds large avascular extracellular matrix ecm rich structure comprising three compartment hydrated nucleus pulposus np centre surrounded tough annulus fibrosus af periphery cartilaginous endplate adjoining vertebral body humzah soames early adolescent np populated vacuolated notochordal like cell gradually replaced small chondrocyte like cell risbud et al blood vessel terminate tam chen et al elife e doi http doi org elife tool resource,Machine Learning
Doc_81,expected calibration error ece employ binning widely adopted evaluate calibration performance machine learning model theoretical understanding estimation bias limited paper present first comprehensive analysis estimation bias two common binning strategy uniform mass uniform width binning analysis establishes upper bound bias achieving improved convergence rate moreover bound reveal first time optimal number bin minimize estimation bias extend bias analysis generalization error analysis based information theoretic approach deriving upper bound enable numerical evaluation small ece unknown data experiment using deep learning model show bound nonvacuous thanks information theoretic generalization analysis approach,Machine Learning
Doc_82,abstract objective study aimed develop validate machine learning ml model predict probability vaginal delivery partometer using data iteratively obtained labor electronic health record study design retrospective cohort study delivery academic tertiary care hospital conducted least two cervical examination population divided delivered physician nulliparous term singleton vertex ntsv cesarean delivery rate partometer cohort remainder control cohort cesarean rate among population lower risk patient standard metric compare provider rate healthy people goal supervised automated ml approach applied generate model population primary outcome accuracy model developed partometer cohort hour admission labor delivery secondary outcome included discrimination ability receiver operating characteristic area curve roc auc precision recall auc calibration partometer assess generalizability compared performance clinical predictor identified partometer control model result delivery study period exclusion delivery included partometer cohort control cohort accuracy predicting vaginal delivery hour partometer roc auc clinical predictor greatest importance stacked intrapartum partometer model included admission model prediction ongoing measure dilatation station mirrored found control population conclusion using automated ml intrapartum factor improved accuracy prediction probability vaginal delivery previously published model based logistic regression harnessing real time data ml could represent bridge generating truly prescriptive tool augment clinical decision making predict labor outcome reduce maternal neonatal morbidity key point ml based model yielded accurate prediction mode delivery early labor predictor model created population high low cesarean rate ml based model may provide meaningful guidance clinician managing labor,Machine Learning
Doc_83,laser metal additive manufacturing mam offer unique opportunity produce complex part internal structure enabling tailored mechanical functional property laser powder bed fusion lpbf widely used fabricate intricate geometry including porous structure serve diverse application dense component porosity typically minimized enhance mechanical performance however specific application controlled porosity beneficial increasing permeability filtration enhancing osteointegration biomedical implant reducing strength mitigate stress shielding effect porosity lpbf part introduced either designed lattice pore structure process induced porosity latter controlled melt pool level particularly challenging predict due complex interaction melt pool dynamic surface tension effect localized instability leading striation pore agglomeration melt pool node accurate prediction resulting porous structure different processing condition crucial optimizing functional performance lpbf component study present data driven modeling approach rapid accurate prediction process induced porous structure lpbf deep learning framework integrating convolutional neural network cnn multi layer perceptron mlp developed predict structural feature based process parameter model trained validated using ct scan slice data extracted multiple region fabricated sample ensuring comprehensive representation pore structure streamline data extraction custom python script developed automate ct scan processing enables efficient handling large datasets maintaining accuracy capturing structural detail extracted data converted structured grayscale image enhance predictive accuracy conduction based thermal model using ansys employed supplement dataset simulated result physic based model provides insight heat distribution offering comprehensive understanding process induced porosity incorporating experimental ct data simulation result hybrid approach creates robust dataset modeling interaction governing porosity formation lpbf one key advantage ability overcome limitation experimental data often constrained specific process condition integrating simulation derived data extends model applicability across wider process space improves predictive performance result demonstrate highly accurate computationally efficient framework mapping process structure relationship lpbf fabricated ph stainless steel component study support optimization process condition enabling improved control porosity enhancing functional performance additively manufactured porous structure proposed ai driven model significantly reduces computational cost experimental effort providing scalable approach process optimization metal additive manufacturing,Machine Learning
Doc_84,natural product play significant role cancer chemotherapy likely provide many lead structure used template construction novel drug enhanced antitumor activity traditional research approach studied structure activity relationship natural product obtained key structural property chemical bond group purpose ascertaining effect single cell line single tissue type first time develop machine learning method comprehensively predict natural product response panel cancer cell line based gene expression chemical property natural product result two datasets training set independent test set show proposed method yield significantly better prediction accuracy addition also demonstrate predictive power proposed method modeling cancer cell sensitivity two natural product curcumin resveratrol indicate method effectively predict response cancer cell line two natural product taken together method facilitate identification natural product cancer therapy development precision medicine linking feature patient genome natural product sensitivity,Machine Learning
Doc_85,early accurate detection plant disease essential ensuring food security enhancing crop yield facilitating precision agriculture manual method labour intensive prone error especially varying environmental condition artificial intelligence ai particularly machine learning ml deep learning dl advanced automated disease identification image classification however challenge persist including limited generalisability small imbalanced datasets poor real world performance unlike previous review paper critically evaluates model performance lab real time field condition emphasising robustness generalisation suitability edge deployment introduces recent architecture greenvit hybrid vit cnn model yolo based single two stage detector comparing accuracy inference speed hardware efficiency review discusses multimodal self supervised learning technique enhance detection complex environment highlighting key limitation including reliance handcrafted feature overfitting sensitivity environmental noise strength weakness model across diverse datasets analysed focus real time agricultural applicability paper concludes identifying research gap outlining future direction including development lightweight architecture integration deep convolutional generative adversarial network dcgans improved dataset diversity real world deployment precision agriculture,Machine Learning
Doc_86,evident paradigm shift steganalysis technique discovery deep learning network steganalysis classification task done machine learning classifier ensemble proliferation deep learning convolutional neural network many area performance steganalysis technique jumped another high application convolutional neural network traditional steganalysis technique consists two important step e feature extraction classification deep learning network learn feature automatically eliminating need extraction handcrafted feature feature cnns highly successful image recognition image classification technique addition feature extraction classification combined together deep learning hence classification would effective learning feature really important classification steganalysis task detect subtle weak noise created hidden data steganography technique designed deep cnn architecture customized steganalysis task based existing residual neural network frame introduced descriptor capture inter pixel dependency act indicator weightage particular feature map thus classifier give weightage effective feature map instead treating feature map equally also used gating mechanism using sigmoid function nonlinear activation function sandwiched two fully connected layer enhancement existing deep residual neural network given better result term error detection rate compared deep learning based steganalysis technique,Machine Learning
Doc_87,paper introduces shape based inflow scenario reduction framework applied long term hydro thermal scheduling scheduling problem involves strategically managing limited stored hydro energy coordination electricity system scenario fan problem selected long term hydro thermal scheduling approach effectively represent individual hydropower plant short term flexibility within long term scheduling process making well suited capturing disaggregated physical characteristic hydro station however computational burden scenario fan problem increase due complexity cascaded system large number inflow scenario tackle challenge machine learning clustering method developed extracting shape based feature capture energy shape attribute hydro inflow comparative analysis conducted evaluate effectiveness proposed method comparing four established clustering method evaluation carried hydro thermal test case utilizing sample sample data analysis finding demonstrate proposed framework outperforms method term computational time optimal reservoir trajectory considering k mean using euclidean distance benchmark additionally study showcase feasibility performing long term hydro thermal scheduling granular level detailed topological information shorter time scale expanded approach open new possibility addressing integration renewable energy resource within realm long term hydro thermal scheduling,Machine Learning
Doc_88,tourism core sector singapore economy contributing significantly gross domestic product gdp employment accurate tourism demand forecasting essential strategic planning resource allocation economic stability particularly post covid era study develops sarimax based forecasting model predict monthly visitor arrival singapore integrating web search data google trend external factor enhance model accuracy systematic selection process applied identify effective subset external variable result empirical experiment demonstrate proposed sarimax model outperforms traditional univariate model including sarima holt winter prophet well machine learning based approach long short term memory lstm recurrent neural network rnns forecasting month period proposed model achieves lowest mean absolute percentage error mape,Machine Learning
Doc_89,medical device software network joined internet medical thing iomt enhanced healthcare service pose threat iomt device vulnerable cyberattacks affect patient data well operation healthcare organization requires enhanced effective intrusion detection system id paper introduces novel approach detecting cyberattacks iomt environment using deep learning model named pyramid attention network green anaconda algorithm panet gao approach three step follows minmax scaler normalization process data multiple discrete orthonormal transforms mdosts extract critical temporal frequency feature pyramid attention network green anaconda algorithm panet gao accurate cyberattack detection mdosts extract dynamic information network traffic data time frequency domain feature space panet model optimized gao minimizes feature redundancy improve classification accuracy proposed model tested using wustl ehms dataset mimic real life iomt traffic different cyberattacks proposed panet gao model precision accuracy f score better traditional machine learning algorithm therefore work establishes proposed panet gao approach effectively protect iomt environment emerging cyber threat real time,Machine Learning
Doc_90,plant disease critical factor affecting agricultural production traditional manual recognition method face significant drawback including low accuracy high cost inefficiency deep learning technique demonstrated significant benefit identifying plant disease still face challenge inference delay high energy consumption deep learning algorithm difficult run resource limited embedded device offloading model cloud server confronted restriction communication bandwidth factor influence inference efficiency propose collaborative inference framework recognizing plant disease edge device cloud server enhance inference speed dnn model plant disease recognition pruned deep reinforcement learning improve inference speed reduce energy consumption optimal split point determined greedy strategy achieve best collaborated inference acceleration finally system collaborative inference acceleration plant disease recognition implemented using gradio facilitate friendly human machine interaction experiment indicate proposed collaborative inference framework significantly increase inference speed maintaining acceptable recognition accuracy offering novel solution rapidly diagnosing preventing plant disease,Machine Learning
Doc_91,federated learning fl machine learning paradigm multiple client train local machine learning model collaboratively without sharing private data one main challenge fl statistical heterogeneity data distribution across client personalized fl pfl mitigates statistical heterogeneity collaborative model training across homogeneous client paper propose novel personalized federated learning domain aware network pruning growth called feddnpr accurate compared existing pfl method maintaining high efficiency achieved introducing regularization term capturing heterogeneity weight iterative network pruning order reduce network sharing among unrelated client iterative network growing weight related client increase network sharing among related client feddnpr model clustering performed considering similarity gradient update last layer network cosine similarity measure achieve accuracy efficiency model personalization extensive experimental evaluation show feddnpr significantly outperforms state art pfl approach maintaining comparable efficiency,Machine Learning
Doc_92,due extensive spread fake news social news medium became emerging research topic day gained attention news medium social medium information spread highspeed without accuracy hence detection mechanism able predict news fast enough tackle dissemination fake news potential negative impact individual society therefore detecting fake news social medium important also technically challenging problem day knew machine learning helpful building artificial intelligence system based tacit knowledge help u solve complex problem due real word data side knew knowledge engineering helpful representing expert knowledge people aware knowledge due proposed integration machine learning knowledge engineering helpful detection fake news paper present fake news importance fake news overall impact fake news different area different way detect fake news social medium existing detection algorithm help u overcome issue similar application area end proposed combination data driven engineered knowledge combat fake news studied compared three different module text classifier stance detection application fact checking existing technique help detect fake news furthermore investigated impact fake news society experimental evaluation publically available datasets proposed fake news detection combination serve better detection fake news,Machine Learning
Doc_93,wildfire caused fault electrical power line remain significant threat life infrastructure economy ecosystem transmission line fail contact vegetation electrical arcing easily ignite fire spread rapidly dry windy condition paper review state art technology wildfire prevention energy transmission system present initial framework leverage computer vision automatic detection power line defect potential ignition source proof concept rule based falling wire detection pipeline implemented using computer vision method canny edge detection hough transform result demonstrate feasibility identifying hazardous condition visual analysis building foundation future work incorporate advanced machine learning deep learning model achieve robust scalable adaptive inspection system proactive wildfire prevention,Machine Learning
Doc_94,objective gait posture symptom gait impairment postural instability posture deformation common parkinson disease pd closely linked fall traditional assessment using clinical scale time consuming prone subjective bias study aim predict severity gait posture symptom using data collected wearable sensor single laboratory based walking assessment providing objective efficient automated evaluation approach method sensor based gait parameter collected pd participant mean age year standardized walking assessment dataset randomly split training set independent test set balanced age sex pd duration two machine learning model extreme gradient boosting xgboost support vector machine svm trained predict score five gait posture item md updrs iii result xgboost chosen final model due better performance svm across five gait posture item model achieved acceptable accuracy item absolute accuracy surpassed macro f score leave one cross validation loocv model performance independent test set matched loocv result confirming robustness total gait feature selected predictive model item respectively among key feature significant clinical relevance identified example effective trial duration r p positive correlation shank swing rom mean max r p negative correlation score item addition turn step mean r p positive correlation score item finding align known clinical manifestation reinforcing clinical relevance identified gait feature conclusion study demonstrates feasibility using wearable sensor data objectively assess gait posture symptom pd though conducted clinical setting approach may support clinician consistent assessment frequent monitoring potential future home based use enable longitudinal symptom tracking,Machine Learning
Doc_95,article devoted development artificial intelligence driven system heart disease diagnosis based machine learning algorithm demonstrate machine learning might useful predict possibility individual coming heart disease ai based model developed using python language proposed paper research healthcare sector credible assist monitoring setting various health monitoring application level present processing data involves manipulation categorical data well transformation categorical column outline major stage application development collection database logistic regression analysis attribute dataset random forest classifier algorithm created detect heart disease accurate manner application requires data analysis quite important organization precision level training set thereafter address random forest classifier algorithm experiment finding give improved accuracy research diagnosis conclude purpose limitation research contribution paper keywords artificial intelligence machine learning logistic regression random forest neural network svm data preprocessing predictive modeling,Machine Learning
Doc_96,one important topic field wireless sensor network development approach improve network lifetime paper energy efficient control routing protocol wireless sensor network presented algorithm based reinforcement learning energy management network protocol seek optimize routing policy maximize long term reward received node using reinforcement learning machine learning approach order improve lifetime wireless sensor network three energy management approach proposed first approach navigate correctly using reinforcement learning reduce length route improve energy consumption second approach exploit sleep scheduling technique improve node energy consumption last approach used restrict data transmission node based received data change rate simulation result show term network lifespan proposed method significantly outperforms previous reported method,Machine Learning
Doc_97,background hepatocellular carcinoma hcc prevalent heterogeneous tumor limited treatment option unfavorable prognosis crucial role disintegrin metalloprotease adam gene family tumor microenvironment hcc remains unclear method study employed novel multi omics integration strategy investigate potential role adam family signal hcc series single cell spatial omics algorithm utilized uncover molecular characteristic adam family gene within hcc gsva package utilized compute score adam family signal subsequently stratified three category high medium low adam signal level unsupervised clustering furthermore developed rigorously validated innovative robust clinical prognosis assessment model employing mainstream machine learning algorithm conjunction co expression feature spectrum adam family gene validate finding conducted pcr ihc experiment confirm differential expression pattern within adam family gene result gene signal adam family notably abundant endothelial cell liver cell monocyte macrophage single cell sequencing spatial transcriptomics analysis revealed molecular heterogeneity adam gene family emphasizing significant impact development progression hcc hcc tissue expression level adam adam adam adam markedly elevated elevated adam family signal score linked adverse clinical outcome disruption immune microenvironment metabolic reprogramming adam prognosis signal developed utilization machine learning algorithm could accurately forecast survival duration hcc achieving auc value approximately conclusion study represented inaugural report deleterious impact prognostic significance adam family signal within tumor microenvironment hcc,Machine Learning
Doc_98,considering challenge population ageing substantial health problem among elderly population fall purpose study verify whether possible distinguish accurately older faller non faller based data wearable inertial sensor collected specially designed test battery comprehensive practical test battery using wearable inertial sensor multifactorial fall risk assessment designed followed experimental study community dwelling korean older woman categorized faller n non faller n based prior history fall six machine learning model logistic regression naïve bayes decision tree random forest boosted tree support vector machine proposed faller classification result indicated compared non faller faller performed significantly worse test battery addition application sensor data support vector machine faller classification achieved overall accuracy sensitivity specificity finding suggest wearable inertial sensor based system show promise elderly fall risk assessment could implemented clinical practice identify risk individual reliably promote proactive fall prevention,Machine Learning
Doc_99,although accelerometry data widely utilized estimate physical activity sedentary behavior among child age year older toddler age year accelerometry data recorded behavior far less examined particular toddler unique behavior riding stroller carried adult yet examined objective study describe accelerometry signal output recorded participation nine type behavior e running walking climbing crawling riding ride toy standing sitting riding stroller wagon carried adult among toddler twenty four toddler aged month girl performed various prescribed behavior free play commercial indoor playroom wearing actigraph wgt x bt accelerometer hip wrist participant performance video recorded based video data accelerometer data annotated behavior label examine accelerometry signal output performing nine type behavior accelerometer data collected behavior assessment participant used analysis hip vertical axis count walking low median count significantly lower recorded toddler carried adult median count p standing sitting riding stroller low hip vertical axis count registered median count although wrist vertical axis vector magnitude count carried higher walking higher cut point sedentary behavior using various accelerometry signal feature machine learning technique showed accuracy differentiate carried behavior ambulatory movement running walking crawling climbing conclusion hip vertical axis count alone may unable capture walking physical activity carried sedentary behavior among toddler machine learning technique utilize additional accelerometry signal feature could help recognize behavior type especially differentiate carried ambulatory movement,Machine Learning
Doc_100,emergence foundational machine learning interatomic potential fmlip model trained extensive datasets transferring data different ml architecture become increasingly important work examine extent training data optimised one machine learning forcefield algorithm may used train different model aiming accelerate fmlip fine tuning reduce need costly iterative training test case train model organic liquid mixture commonly used solvent rechargeable battery electrolyte making important target reactive mlip development assess model performance analysing property molecular dynamic trajectory showing stringent test comparing prediction error fixed datasets consider several type training data several popular mlips notably recent mace architecture message passing neural network designed high efficiency smoothness demonstrate simple training set constructed without ab initio dynamic sufficient produce stable model molecular liquid simple neural network architecture iterative training required capture thermodynamic kinetic property correctly mace performs well extremely limited datsets find configuration designed human intuition correct systematic model deficiency transfer effectively algorithm active learned data generated one mlip typically benefit different algorithm finally show training data improve model performance also improve ability generalise similar unseen molecule suggests trajectory failure mode connected chemical structure rather entirely system specific,Machine Learning
